index,include,title,abstract,first_author,year,journal,doi,pubmed_id,authors,pubmed_type,publication_types,mesh,webofscience_id,central_id,openalex_id,title_length,title_word_count,title_sentence_count,abstract_length,abstract_word_count,abstract_sentence_count,language_title,language_abstract
10,false,GammaHydroxybuttersure zur Therapie des Alkoholentzugssyndroms bei Intensivpatienten Vergleich zweier symptomorientierter therapeutischer Konzepte,UNLABELLED Seeing as gammahydroxybutyrate GHB and benzodiazepines interact with the GABAtransmitter system we investigated whether GHB can replace the conventional therapy which uses benzodiazepines in the treatment of alcohol withdrawal syndrome in ICU settings METHODS chronic alcoholics were included in this prospective and randomized study Following the development of alcohol withdrawal syndrome the patients were randomly allocated to the GHB or to the flunitrazepam group In addition to this clonidine was administered in order to treat autonomic signs of withdrawal In cases were hallucinations occurred haloperidol was administered RESULTS There was no significant difference in the efficacy of treatment used in the duration of mechanical ventilation and intensive care unit stay between groups The patients in the GHBgroup required significantly higher dosages of haloperidol and significantly lower dosages of clonidine out of patients from the GHBgroup developed hypernatriaemia and out of developed a metabolic alkalosis CONCLUSIONS Symptoms of the autonomic nervous system were more effectively prevented by GHB as evident in the lower dosage requirement of clonidine However GHB may not sufficiently block the hyperactivity of the dopaminergic system or may have an hallucinogenic effect itself This may be evident from the higher dosages of haloperidol which were necessary Due to the latter fact the administration of GHB cannot be recommended in all patients suffering from AWS in ICU settings,Lenzenhuber E,1999,Anaesthesist,https://doi.org/10.1007/s001010050672,10093649,Lenzenhuber E; Müller C; Rommelspacher H; Spies C,article,D016430: Clinical Trial; D003160: Comparative Study; D004740: English Abstract; D016428: Journal Article; D016449: Randomized Controlled Trial,"D000316: Adrenergic alpha-Agonists; D000368: Aged; D000472: Alkalosis, Respiratory; D014151: Anti-Anxiety Agents; D014150: Antipsychotic Agents; D003000: Clonidine; D003422: Critical Care; D000431: Ethanol; D005260: Female; D005445: Flunitrazepam; D006220: Haloperidol; D006801: Humans; D006955: Hypernatremia; D008297: Male; D008875: Middle Aged; D011446: Prospective Studies; D012978: Sodium Oxybate; D013375: Substance Withdrawal Syndrome",,,https://openalex.org/W177478450,148,12,1,1560,251,12,de,en
11,false,Stimulant Medication Withdrawal During Longterm Therapy in Children With Comorbid AttentionDeficit Hyperactivity Disorder and Chronic Multiple Tic Disorder,In this study we examined changes in attentiondeficit hyperactivity disorder behaviors and motor and vocal tics during withdrawal from longterm maintenance therapy with stimulant medicationSubjects were children with attentiondeficit hyperactivity disorder and chronic tic disorder who had received methylphenidate n or dextroamphetamine n for a minimum of year Children were switched to placebo under doubleblind conditions Treatment effects were assessed by using direct observations of child behavior in a simulated clinicbased classroom and behavior rating scales completed by parents and clinicianThere was no change group data in the frequency or severity of motor tics or vocal tics during the placebo condition compared with maintenance dose of stimulant medication ie no evidence of tic exacerbation while receiving medication or of a withdrawal reaction There was no evidence of tic exacerbation in the evening as a rebound effect Treatment with the maintenance dose was also associated with behavioral improvement in attentiondeficit hyperactivity disorder behaviors indicating continued efficacyAbrupt withdrawal of stimulant medication in children receiving longterm maintenance therapy does not appear to result in worsening of tic frequency or severity Nevertheless these findings do not preclude the possibility of drug withdrawal reactions in susceptible individuals,Nolan EE,1999,Pediatrics,https://doi.org/10.1542/peds.103.4.730,10103294,Nolan EE; Gadow KD; Sprafkin J,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't; D013487: Research Support, U.S. Gov't, P.H.S.",D000293: Adolescent; D001289: Attention Deficit Disorder with Hyperactivity; D000697: Central Nervous System Stimulants; D002648: Child; D003913: Dextroamphetamine; D004311: Double-Blind Method; D005260: Female; D006801: Humans; D008297: Male; D008774: Methylphenidate; D013375: Substance Withdrawal Syndrome; D013981: Tic Disorders,,,https://openalex.org/W2068159905,157,18,1,1426,217,6,en,en
12,false,Translating Safety Efficacy and Compliance into Economic Value for Controlled Release Dosage Forms,Advanced controlled release CR dosage forms are relative newcomers to pharmaceutical markets and few studies relate their efficacy safety or compliance benefits to economic value This literature review was undertaken to assess the cost effectiveness of CR dosage forms using such measures as purchase costs total treatment costs and economic value of improved therapeutic outcomes compared with those with nonCR dosage forms Three therapeutic areas were examined cardiovascular therapy pain management and estrogen replacement therapy In cardiovascular therapy prescription costs of sustained release SR verapamil were significantly higher than for conventional release verapamil However these were more than offset by lower physician hospital and laboratory expenditures for the SR group in whom compliance was superior Similarly patients receiving SR diltiazem had better prescription refill compliance than those using a conventional formulation of the drug as well as significantly lower aggregate healthcare costs during a year study period These lower costs with both SR verapamil and diltiazem may relate to better compliance CR nifedipine has lower daily acquisition costs than the conventional form simplifies the dosage regimen to once daily extends the indications of the drug to hypertension as well as angina and reduces vasodilatory adverse effects by reducing peak plasma drug concentrations and the postdose rate of increase in concentration Compared with oral clonidine given twice daily transdermal clonidine given once weekly had higher purchase costs but was associated with improved compliance reduced adverse effects due to control of plasma concentrations and lower nondrug health costs such as physician hospital and laboratory costs Lower costs were also found for once daily oral formulations of various antihypertensives suggesting that the economics of both types of CR dosage forms related to compliance CR metoprolol or mg and conventional release atenolol mg each given once daily provided effective betaadrenoceptor blockade The conventional formulation caused deterioration in the sense of wellbeing that was temporally associated with sharp peaking of its plasma concentrations Such peaking did not occur with either dose of CR metoprolol nor did any deterioration in the sense of wellbeing Transdermal nitroglycerin glyceryl trinitrate compared with longacting oral nitrates improved quality of life QOL despite a higher incidence of some adverse effects such as headache dizziness and skin irritation Furthermore in some studies this formulation reduced angina attacks sublingual nitroglycerin use and hospitalisation or emergency room use Cost comparisons between transdermal products favoured those that have superior adhesionABSTRACT TRUNCATED AT WORDS,Cramer MP,1994,Pharmacoeconomics,https://doi.org/10.2165/00019053-199405060-00005,10150160,Cramer MP; Saks SR,article,D016428: Journal Article; D017418: Meta-Analysis,"D000701: Analgesics, Opioid; D000959: Antihypertensive Agents; D002121: Calcium Channel Blockers; D003362: Cost-Benefit Analysis; D003692: Delayed-Action Preparations; D016527: Drug Costs; D015914: Estrogen Replacement Therapy; D006801: Humans; D010349: Patient Compliance; D011788: Quality of Life; D016896: Treatment Outcome",,,https://openalex.org/W1987365003,99,14,1,2876,467,17,en,en
13,false,Guanfacine But Not Clonidine Improves Planning and Working Memory Performance in Humans,The present study compares using a doubleblind placebo controlled design the effects of two alpha agonists clonidine and microgramskg and guanfacine and microgramskg on spatial working memory planning and attentional setshifting functions thought to be dependent on the central executive of the prefrontal cortex Blood pressure and the subjective feeling of sedation were affected equally by clonidine and guanfacine The microgramkg and microgramskg doses of clonidine disrupted spatial working memory but the medium dose had no effect The and microgramskg doses of clonidine increased impulsive responding in the planning test The microgramskg dose of clonidine slowed responding at effortful levels of planning and attentional setshifting tests The microgramskg dose of guanfacine improved spatial working memory and planning Guanfacine had no effect on attentional setshifting These data indicate that guanfacine improved planning and spatial working memory but clonidine dosedependently disrupted performance It is possible that the greater selectivity of guanfacine for alpha Aadrenoceptor subtype may underlie its differences from clonidine,Jäkälä P,1999,Neuropsychopharmacology,https://doi.org/10.1016/s0893-133x(98)00127-4,10192826,Jäkälä P; Riekkinen M; Sirviö J; Koivisto E; Kejonen K; Vanhanen M; Riekkinen P,article,D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016449: Randomized Controlled Trial,D000316: Adrenergic alpha-Agonists; D000328: Adult; D001288: Attention; D001794: Blood Pressure; D003000: Clonidine; D004311: Double-Blind Method; D005625: Frontal Lobe; D016316: Guanfacine; D006801: Humans; D008568: Memory; D008606: Mental Processes; D009483: Neuropsychological Tests; D011597: Psychomotor Performance,,,https://openalex.org/W2024391265,89,14,1,1216,194,9,en,en
14,false,Ziprasidone mgday and mgday in the Acute Exacerbation of Schizophrenia and Schizoaffective Disorder A Week PlaceboControlled Trial,In this doubleblind study patients with an acute exacerbation of schizophrenia or schizoaffective disorder were randomized to receive either ziprasidone mgday n or mgday n or placebo n for weeks Both doses of ziprasidone were statistically significantly more effective than placebo in improving the PANSS total BPRS total BPRS core items CGIS and PANSS negative subscale scores p Ziprasidone mgday significantly improved depressive symptoms in patients with clinically significant depression at baseline MADRS or overall mean p as compared with placebo The percentage of patients experiencing adverse events was similar in each treatment group and resultant discontinuation was rare The most frequent adverse events associated with ziprasidone were generally mild dyspepsia nausea dizziness and transient somnolence Ziprasidone was shown to have a very low liability for inducing movement disorders and weight gain The results indicate that ziprasidone is effective and well tolerated in the treatment of the positive negative and depressive symptoms of an acute exacerbation of schizophrenia or schizoaffective disorder,Daniel DG,1999,Neuropsychopharmacology,https://doi.org/10.1016/s0893-133x(98)00090-6,10192829,Daniel DG; Zimbroff DL; Potkin SG; Reeves KR; Harrigan EP; Lakshminarayanan M,article,"D016430: Clinical Trial; D017428: Clinical Trial, Phase III; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial",D000208: Acute Disease; D000293: Adolescent; D000328: Adult; D000368: Aged; D014150: Antipsychotic Agents; D004311: Double-Blind Method; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D010879: Piperazines; D011618: Psychotic Disorders; D012559: Schizophrenia; D012565: Schizophrenic Psychology; D013844: Thiazoles,,,https://openalex.org/W2007865301,142,19,1,1212,211,7,en,en
15,false,The Neurotoxicity of Drugs Given Intrathecally Spinal,Overall most spinal drugs in clinical use have been poorly studied for spinal cord and nerve root toxicity Laboratory studies indicate that all local anesthetics are neurotoxic in high concentrations and that lidocaine and tetracaine have neurotoxic potential in clinically used concentrations However spinal anesthesia including lidocaine and tetracaine has a long and enviable history of safety Spinal analgesics such as morphine fentanyl sufentanil clonidine and neostigmine seem to have a low potential for neurotoxicity based on laboratory and extensive clinical use Most antioxidants preservatives and excipients used in commercial formulations seem to have a low potential for neurotoxicity In addition to summarizing current information we hope that this review stimulates future research on spinal drugs to follow a systematic approach to determining potential neurotoxicity Such an approach would examine histologic physiologic and behavioral testing in several species followed by cautious histologic physiologic and clinical testing in human volunteers and patients with terminal cancer refractory to conventional therapy,Hodgson PS,1999,Anesth Analg,https://doi.org/10.1097/00000539-199904000-00023,10195528,Hodgson PS; Neal JM; Pollock JE; Liu SS,article,"D003160: Comparative Study; D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't; D016454: Review","D000700: Analgesics; D000779: Anesthetics, Local; D000818: Animals; D017024: Chemotherapy, Adjuvant; D002986: Clinical Trials as Topic; D006801: Humans; D007278: Injections, Spinal; D016032: Randomized Controlled Trials as Topic; D013116: Spinal Cord; D013126: Spinal Nerve Roots",,,https://openalex.org/W2090823918,55,9,1,1156,181,7,en,en
16,true,Longterm Methylphenidate Therapy in Children With Comorbid AttentionDeficit Hyperactivity Disorder and Chronic Multiple Tic Disorder,This study examined changes in attentiondeficit hyperactivity ADHD behaviors and motor and vocal tics during longterm treatment with methylphenidateThirtyfour prepubertal children with ADHD and chronic multiple tic disorder who had participated in an week doubleblind placebocontrolled methylphenidate evaluation were evaluated at month intervals for years as part of a prospective nonblind followup study Treatment effects were assessed using direct observations of child behavior in a simulated clinicbased classroom and behavior rating scales completed by parents and physician Videotapes of the simulated classroom were scored by coders who were blind to treatment statusThere was no evidence group data that motor tics or vocal tics changed in frequency or severity during maintenance therapy compared with diagnostic or initial doubleblind placebo evaluations Behavioral improvements demonstrated during the acute drug trial were maintained during followup There was no evidence group data of clinically significant adverse drug effects on cardiovascular function or growth at the end of years of treatmentLongterm treatment with methylphenidate seems to be safe and effective for the management of ADHD behaviors in many but not necessarily all children with mild to moderate tic disorder Nevertheless careful clinical monitoring is mandatory to rule out the possibility of druginduced tic exacerbation in individual patients,Gadow KD,1999,Arch Gen Psychiatry,https://doi.org/10.1001/archpsyc.56.4.330,10197827,Gadow KD; Sverd J; Sprafkin J; Nolan EE; Grossman S,article,"D016430: Clinical Trial; D018848: Controlled Clinical Trial; D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't; D013487: Research Support, U.S. Gov't, P.H.S.",D001289: Attention Deficit Disorder with Hyperactivity; D000697: Central Nervous System Stimulants; D002648: Child; D002908: Chronic Disease; D015897: Comorbidity; D004311: Double-Blind Method; D004334: Drug Administration Schedule; D004341: Drug Evaluation; D005500: Follow-Up Studies; D006801: Humans; D008774: Methylphenidate; D011446: Prospective Studies; D012720: Severity of Illness Index; D013981: Tic Disorders,,,https://openalex.org/W2044466939,134,15,1,1477,226,6,en,en
17,false,FURTHER ANALYSIS OF THE SEPARATE AND INTERACTIVE EFFECTS OF METHYLPHENIDATE AND COMMON CLASSROOM CONTINGENCIES,We evaluated separate and interactive effects between common classroom contingencies and methylphenidate MPH on disruptive and offtask behaviors for children with a diagnosis of attention deficit hyperactivity disorder Analogue conditions consisting of contingent teacher reprimands brief timeout no interaction and alone were conducted in a multielement design Medication status MPH or placebo was alternated across days in a superordinate multielement design Results indicate that a the behavioral effects of MPH were influenced by one or more of the analogueue conditions for each participant and b timeout was associated with zero or nearzero levels of both disruptive and offtask behavior for of the participants during MPH and placebo conditions Implications for the clinical effectiveness of MPH and possible behavioral mechanisms of action of MPH in applied settings are discussed,Northup J,1999,J Appl Behav Anal,https://doi.org/10.1901/jaba.1999.32-35,10201102,Northup J; Fusilier I; Swanson V; Huete J; Bruce T; Freeland J; Gulley V; Edwards S,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't",D000124: Achievement; D001289: Attention Deficit Disorder with Hyperactivity; D000697: Central Nervous System Stimulants; D002648: Child; D006801: Humans; D008297: Male; D008774: Methylphenidate; D011678: Punishment; D012919: Social Behavior; D013334: Students,,,https://openalex.org/W2142468689,110,14,1,916,148,5,en,en
18,false,Olanzapine versus haloperidol in the treatment of schizoaffective disorder,The effectiveness of antipsychotic monotherapy in schizoaffective disorder is limited and further constrained by safety concernsWe aimed to compare the efficacy tolerability and safety profile of the new pharmaceutical olanzapine with haloperidolData were assessed from DSMIIIR schizoaffective subjects from a larger doubleblind prospective international study Subjects were randomly allocated to six weeks of olanzapine mg or haloperidol mg treatment responders were followed for up to one year of doubleblind longterm maintenance therapyOlanzapinetreated patients achieved a statistically significant greater improvement than haloperidol treated patients on overall measures of efficacy including clinical response Significantly fewer olanzapine patients left the study early and fewer adverse events were observed among those receiving olanzapine During maintenance olanzapinetreated patients continued to experience additional improvement with fewer EPS but more weight gain than those on haloperidolOlanzapine demonstrated substantial advantages over the conventional antipsychotic haloperidol in the management of schizoaffective disorder,Tran PV,1999,Br J Psychiatry,https://doi.org/10.1192/bjp.174.1.15,10211146,Tran PV; Tollefson GD; Sanger TM; Lu Y; Berg PH; Beasley CM,article,D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016449: Randomized Controlled Trial,D000208: Acute Disease; D000328: Adult; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D004311: Double-Blind Method; D005260: Female; D006220: Haloperidol; D006801: Humans; D008297: Male; D000077152: Olanzapine; D010890: Pirenzepine; D011446: Prospective Studies; D011618: Psychotic Disorders; D016896: Treatment Outcome,,,https://openalex.org/W1974783484,81,15,1,1187,164,4,en,en
19,false,Randomised doubleblind comparison of the incidence of tardive dyskinesia in patients with schizophrenia during longterm treatment with olanzapine or haloperidol,Tardive dyskinesia is important in the sideeffect profile of antipsychotic medicationThe development of tardive dyskinesia was evaluated in patients treated with doubleblind randomly assigned olanzapine or haloperidol for up to yearsTardive dyskinesia was assessed by the Abnormal Involuntary Movement Scale AIMS and Research Diagnostic Criteria for Tardive Dyskinesia RDTD it was defined as meeting RDTD criteria at two consecutive assessments The risk of tardive dyskinesia the relative risk incidence rate and incidence rate ratio were estimatedThe relative risk of tardive dyskinesia for the overall follow up period for haloperidol n v olanzapine n was CI Based on data following the initial six weeks of observation during which patients underwent medication change and AIMS assessments as frequently as every three days the oneyear risk was with olanzapine n and with haloperidol n The relative risk throughout this followup period was CI Our results indicated a significantly lower risk of tardive dyskinesia with olanzapine than with haloperidol,Beasley CM,1999,Br J Psychiatry,https://doi.org/10.1192/bjp.174.1.23,10211147,Beasley CM; Dellva MA; Tamura RN; Morgenstern H; Glazer WM; Ferguson K; Tollefson GD,article,D016430: Clinical Trial; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial,"D014150: Antipsychotic Agents; D001569: Benzodiazepines; D004311: Double-Blind Method; D004409: Dyskinesia, Drug-Induced; D006220: Haloperidol; D006801: Humans; D000077152: Olanzapine; D010890: Pirenzepine; D012307: Risk Factors; D012559: Schizophrenia; D016019: Survival Analysis",,,https://openalex.org/W2002691423,162,20,1,1177,206,4,en,en
20,false,PreAIDS Mortality and Morbidity among Injection Drug Users in Amsterdam and Baltimore An Ecological Comparison,Mortality and morbidity between injecting drug users in Amsterdam n and Baltimore n are compared to generate a hypothesis about the role of different health care systems and drug user policies universal care and harm reduction versus episodic care and criminalization respectively Overdosesuicide mortality was twofold higher in Amsterdam no sufficient explanation was found Other independent risk factors for overdosesuicide mortality were recent injecting polydrug use and HIVseropositivity especially with CD count mm High dose methadone maintenance was associated with lower mortality Incidence of hospitalizations and emergency room visits was substantially lower in Amsterdam suggesting that higher accessibility to primary care in Amsterdam lowers inpatient hospital visits and presumably societal costs,van Ameijden EJ,1999,Subst Use Misuse,https://doi.org/10.3109/10826089909037245,10227114,van Ameijden EJ; Krol A; Vlahov D; Flynn C; van Haastrecht HJ; Coutinho RA,article,"D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't; D013487: Research Support, U.S. Gov't, P.H.S.","D000328: Adult; D000662: Amphetamines; D015142: Baltimore; D002423: Cause of Death; D003042: Cocaine; D015331: Cohort Studies; D015897: Comorbidity; D003363: Cost Control; D003431: Cross-Cultural Comparison; D062787: Drug Overdose; D000431: Ethanol; D005260: Female; D006679: HIV Seropositivity; D006297: Health Services Accessibility; D003932: Heroin; D006760: Hospitalization; D006801: Humans; D008297: Male; D008691: Methadone; D009426: Netherlands; D012307: Risk Factors; D015819: Substance Abuse, Intravenous; D013405: Suicide; D015996: Survival Rate; D014481: United States",,,https://openalex.org/W2081331438,112,16,1,857,138,5,en,en
